"State_Abbrev","profit_type","year","count_tx","State_Name","pop_thousands","percapita_health_spending","medicaid_enrollment","medicaid_enroll_percapita","cocaine_yr","marijuana_month","aud_yr","heroin_yr","binge_drinking","illicit_druguse","needing_tx","sud","start_year","percapita_health_spending_thousands","pop_millions","prev2years_bingedrinking","prev2years_druguse","prev2years_sud","prev2years_needingtx","prev2years_aud","prev2years_marijuana","druguse_calc","prev2years_drugusecalc","prev2years_cocaine","prev2years_heroin","tx_percapita","Gender_Female","Gender_Male","Ethnicity_HispanicorLatino","Ethnicity_NotHispanicorLatino","Race_AmericanIndianorAlaskaNative","Race_Asian","Race_BlackorAfricanAmerican","Race_Morethanonerace","Race_NativeHawaiianorOtherPacificIslander","Race_White","Insurance_Employer","Insurance_Non.Group","Insurance_Medicaid","Insurance_Medicare","Insurance_Military","Insurance_Uninsured","Insurance_Total","Population","Unemployment","Income"
"GA","Nonprofit","2015",88,"Georgia",10183,7055,1849,0.181577138367868,1.8572,7.8868,5.8573,0.1611,NA,NA,NA,NA,"2014",7.055,10.183,NA,NA,NA,NA,6.6125,7.9572,1.00915,0.8713,1.5526,0.19,8.64185407050967e-06,51.9446539436501,48.0553460563499,7.48238315617487,92.5176168438251,0.467401997754762,3.72434561718021,30.3955463657709,1.26933381032409,0.100234802260189,64.0431374067098,47.4,7.1,17.8,11.4,2.4,13.9,100,10183.353,6.1,61450
"GA","Nonprofit","2016",86,"Georgia",10308,7353,1895,0.18383779588669,2.0777,7.3114,4.7936,0.1822,23.549,3.6352,6.2152,6.5363,"2015",7.353,10.308,NA,NA,NA,NA,5.8573,7.8868,1.12995,1.00915,1.8572,0.1611,8.3430345362825e-06,51.9446539436501,48.0553460563499,7.48238315617487,92.5176168438251,0.467401997754762,3.72434561718021,30.3955463657709,1.26933381032409,0.100234802260189,64.0431374067098,47.5,7.4,17.9,11.8,2.4,12.9,100,10308.442,5.4,64230
"GA","Nonprofit","2017",76,"Georgia",10417,7605,1938,0.186042046654507,1.8947,6.8886,4.7759,0.2135,22.5367,3.1662,6.0396,6.3175,"2016",7.605,10.417,23.549,3.6352,6.5363,6.2152,4.7936,7.3114,1.0541,1.12995,2.0777,0.1822,7.29576653547086e-06,51.9446539436501,48.0553460563499,7.48238315617487,92.5176168438251,0.467401997754762,3.72434561718021,30.3955463657709,1.26933381032409,0.100234802260189,64.0431374067098,48.6,6.5,17.4,11.8,2.3,13.4,100,10417.031,4.8,68370
"GA","Nonprofit","2018",89,"Georgia",10519,7844,2002,0.190322273980416,1.9837,8.4711,4.8572,0.1821,23.525,3.1688,6.3628,6.7724,"2017",7.844,10.519,22.5367,3.1662,6.3175,6.0396,4.7759,6.8886,1.0829,1.0541,1.8947,0.2135,8.46088031181671e-06,51.9446539436501,48.0553460563499,7.48238315617487,92.5176168438251,0.467401997754762,3.72434561718021,30.3955463657709,1.26933381032409,0.100234802260189,64.0431374067098,48.6,5.7,17.4,12.2,2.3,13.8,100,10519.389,4,64520
"GA","Nonprofit","2019",93,"Georgia",10628,8243,2022,0.190252164094844,1.5624,9.552,4.9001,0.1769,23.0915,2.8928,6.2458,6.5955,"2018",8.243,10.628,23.525,3.1688,6.7724,6.3628,4.8572,8.4711,0.86965,1.0829,1.9837,0.1821,8.75047045540083e-06,52.093271371396,47.906728628604,8.26830403634492,91.7316959636551,0.495443527403285,4.4308111876696,31.815518660787,1.52434786751715,0.109804458437738,61.6240742981853,48.9,5.6,17.3,12.6,2.2,13.4,100,10628.02,3.6,64500
"HI","Nonprofit","2015",142,"Hawaii",1423,7747,320,0.22487702037948,1.9917,8.1108,5.6379,0.2311,NA,NA,NA,NA,"2014",7.747,1.423,NA,NA,NA,NA,7.1933,7.9244,1.1114,0.88905,1.6486,0.1295,9.97891777933942e-05,50.1229175833967,49.8770824166033,7.78326502558359,92.2167349744164,0.396391023379797,41.4705925136646,1.93504278477422,18.5574639702379,9.36819271149643,28.272316996447,54.5,5.1,17.9,13.4,5.3,3.8,100,1422.999,3.4,78090
"HI","Nonprofit","2016",142,"Hawaii",1429,8041,354,0.247725682295311,2.0795,8.3243,5.2548,0.263,22.0361,3.2204,6.6953,7.2334,"2015",8.041,1.429,NA,NA,NA,NA,5.6379,8.1108,1.17125,1.1114,1.9917,0.2311,9.9370188943317e-05,50.1229175833967,49.8770824166033,7.78326502558359,92.2167349744164,0.396391023379797,41.4705925136646,1.93504278477422,18.5574639702379,9.36819271149643,28.272316996447,55.4,4.6,17.6,13.9,5.1,3.5,100,1428.885,2.9,86550
"HI","Nonprofit","2017",138,"Hawaii",1426,8496,361,0.253155680224404,1.9926,8.3134,5.5091,0.2614,21.8773,2.6866,6.4971,7.0302,"2016",8.496,1.426,22.0361,3.2204,7.2334,6.6953,5.2548,8.3243,1.127,1.17125,2.0795,0.263,9.67741935483871e-05,50.1229175833967,49.8770824166033,7.78326502558359,92.2167349744164,0.396391023379797,41.4705925136646,1.93504278477422,18.5574639702379,9.36819271149643,28.272316996447,54.1,4.8,17.5,14.7,5,3.8,100,1425.763,2.2,86780
"HI","Nonprofit","2018",135,"Hawaii",1423,8932,350,0.245959241040056,2.2544,9.1104,5.5463,0.2877,24.483,2.8684,6.6909,7.1314,"2017",8.932,1.423,21.8773,2.6866,7.0302,6.4971,5.5091,8.3134,1.27105,1.127,1.9926,0.2614,9.48699929725931e-05,50.1229175833967,49.8770824166033,7.78326502558359,92.2167349744164,0.396391023379797,41.4705925136646,1.93504278477422,18.5574639702379,9.36819271149643,28.272316996447,54.6,4.6,17.5,14.7,4.8,3.9,100,1423.102,2.4,92590
"HI","Nonprofit","2019",133,"Hawaii",1416,9555,335,0.236581920903955,2.5912,10.4668,6.3073,0.2848,24.9479,3.5317,7.6703,8.4506,"2018",9.555,1.416,24.483,2.8684,7.1314,6.6909,5.5463,9.1104,1.438,1.27105,2.2544,0.2877,9.39265536723164e-05,50.2665302509595,49.7334697490405,8.56552075083587,91.4344792491641,0.410411791477482,40.6641844263911,2.20731842794635,19.6607943407789,9.58962404452265,27.4676669688836,54.3,4.1,17.6,15.9,4,4.1,100,1415.615,2.5,100200
"IA","Nonprofit","2015",118,"Iowa",3123,8358,664,0.212616074287544,1.1198,4.7242,6.7489,0.1339,NA,NA,NA,NA,"2014",8.358,3.123,NA,NA,NA,NA,6.5925,5.0021,0.62685,0.76925,1.3582,0.1803,3.77841818764009e-05,50.8484699746006,49.1515300253994,4.21170416735132,95.7882958326487,0.408299642769493,2.15368979787351,2.86249054333928,0.920891838611393,0.081482517163496,93.5731456602428,54.2,7.6,18.2,14.3,0.9,4.9,100,3122.541,3.7,73660
"IA","Nonprofit","2016",127,"Iowa",3133,8464,702,0.224066390041494,1.251,5.4809,6.8289,0.2106,31.5088,2.7726,7.5606,8.0335,"2015",8.464,3.133,NA,NA,NA,NA,6.7489,4.7242,0.7308,0.62685,1.1198,0.1339,4.0536227258219e-05,50.8484699746006,49.1515300253994,4.21170416735132,95.7882958326487,0.408299642769493,2.15368979787351,2.86249054333928,0.920891838611393,0.081482517163496,93.5731456602428,54.3,6.8,19.6,14.4,0.8,4,100,3133.21,3.6,70900
"IA","Nonprofit","2017",128,"Iowa",3144,8525,709,0.225508905852417,1.5248,6.8031,7.5784,0.2435,32.101,3.1025,8.5804,9.1968,"2016",8.525,3.144,31.5088,2.7726,8.0335,7.5606,6.8289,5.4809,0.88415,0.7308,1.251,0.2106,4.07124681933842e-05,50.8484699746006,49.1515300253994,4.21170416735132,95.7882958326487,0.408299642769493,2.15368979787351,2.86249054333928,0.920891838611393,0.081482517163496,93.5731456602428,55.3,6.7,18,14.8,0.8,4.4,100,3143.734,3.1,74840
"IA","Nonprofit","2018",128,"Iowa",3150,8812,712,0.226031746031746,1.5733,7.2106,7.1763,0.2852,30.8824,3.566,8.2471,9.1342,"2017",8.812,3.15,32.101,3.1025,9.1968,8.5804,7.5784,6.8031,0.92925,0.88415,1.5248,0.2435,4.06349206349206e-05,50.8484699746006,49.1515300253994,4.21170416735132,95.7882958326487,0.408299642769493,2.15368979787351,2.86249054333928,0.920891838611393,0.081482517163496,93.5731456602428,54.4,5.5,19.4,15,0.9,4.9,100,3149.9,2.6,79430
"IA","Nonprofit","2019",145,"Iowa",3160,9193,714,0.225949367088608,1.5469,6.7992,6.1309,0.2693,30.208,3.6442,7.1793,8.0535,"2018",9.193,3.16,30.8824,3.566,9.1342,8.2471,7.1763,7.2106,0.9081,0.92925,1.5733,0.2852,4.58860759493671e-05,50.6256191933594,49.3743808066406,5.06861556898343,94.9313844310166,0.4551341076686,2.68054948385645,3.5784800980099,1.210606553487,0.133904098180985,91.941325658797,54.4,4.9,19.5,15.6,0.9,4.7,100,3159.596,2.7,75240
"ID","Nonprofit","2015",16,"Idaho",1652,6843,238,0.14406779661017,1.0947,6.3242,6.4199,0.292,NA,NA,NA,NA,"2014",6.843,1.652,NA,NA,NA,NA,7.0659,6.3367,0.69335,0.63815,1.0244,0.2519,9.68523002421308e-06,50.3085204037645,49.6914795962355,9.70917936953644,90.2908206304636,1.57708868313349,1.42079985393883,0.669362486961843,1.62704363070192,0.186887291157044,94.5188180541069,45.9,11.1,17,13.4,1.4,11.3,100,1652.495,3.9,62490
"ID","Nonprofit","2016",15,"Idaho",1684,6974,253,0.150237529691211,1.3093,7.0716,5.8976,0.3542,22.8109,3.3519,7.3364,7.8975,"2015",6.974,1.684,NA,NA,NA,NA,6.4199,6.3242,0.83175,0.69335,1.0947,0.292,8.90736342042755e-06,50.3085204037645,49.6914795962355,9.70917936953644,90.2908206304636,1.57708868313349,1.42079985393883,0.669362486961843,1.62704363070192,0.186887291157044,94.5188180541069,47.2,10.4,16.8,13.8,1.5,10.3,100,1684.036,3.7,67870
"ID","Nonprofit","2017",12,"Idaho",1720,7257,262,0.152325581395349,1.4511,7.7751,6.3295,0.358,23.7145,3.0424,7.3306,8.1755,"2016",7.257,1.72,22.8109,3.3519,7.8975,7.3364,5.8976,7.0716,0.90455,0.83175,1.3093,0.3542,6.97674418604651e-06,50.3085204037645,49.6914795962355,9.70917936953644,90.2908206304636,1.57708868313349,1.42079985393883,0.669362486961843,1.62704363070192,0.186887291157044,94.5188180541069,46.5,9.5,17.5,14,1.8,10.7,100,1719.745,3.2,70160
"ID","Nonprofit","2018",14,"Idaho",1752,7444,245,0.139840182648402,1.4643,8.4462,5.9095,0.3467,23.6939,2.6657,6.9923,7.7586,"2017",7.444,1.752,23.7145,3.0424,8.1755,7.3306,6.3295,7.7751,0.9055,0.90455,1.4511,0.358,7.99086757990868e-06,50.3085204037645,49.6914795962355,9.70917936953644,90.2908206304636,1.57708868313349,1.42079985393883,0.669362486961843,1.62704363070192,0.186887291157044,94.5188180541069,47.1,8.7,16.6,14.6,1.9,11.1,100,1752.074,2.9,67880
"ID","Nonprofit","2019",11,"Idaho",1789,7723,238,0.133035215204025,1.4589,8.8917,5.8586,0.3301,24.2835,2.6954,7.0107,7.6745,"2018",7.723,1.789,23.6939,2.6657,7.7586,6.9923,5.9095,8.4462,0.8945,0.9055,1.4643,0.3467,6.14868641699273e-06,50.1944152775955,49.8055847224045,10.9182784665131,89.0817215334869,1.59186364232958,1.65271629538594,0.827998782946939,1.94161724874417,0.217757042799699,93.7680469877937,49,8.6,15.6,15,1.4,10.5,100,1789.06,2.9,75160
"IL","Nonprofit","2015",366,"Illinois",12860,8300,3248,0.252566096423017,1.929,8.0563,6.4276,0.3586,NA,NA,NA,NA,"2014",8.3,12.86,NA,NA,NA,NA,6.5777,7.7349,1.1438,1.07095,1.8454,0.2965,2.84603421461897e-05,51.5136391755564,48.4863608244435,14.0071272273092,85.9928727726908,0.533711274550628,5.30663753690611,14.1532522052481,1.17484563313968,0.0592787385370968,78.7722746116184,52.7,6.8,20.3,12.5,0.7,7.1,100,12859.58,6,73130
"IL","Nonprofit","2016",368,"Illinois",12822,8630,3283,0.256044298861332,1.8653,8.0263,5.9552,0.2745,28.3811,3.3241,7.3462,7.7967,"2015",8.63,12.822,NA,NA,NA,NA,6.4276,8.0563,1.0699,1.1438,1.929,0.3586,2.87006707221962e-05,51.5136391755564,48.4863608244435,14.0071272273092,85.9928727726908,0.533711274550628,5.30663753690611,14.1532522052481,1.17484563313968,0.0592787385370968,78.7722746116184,53.1,6.7,20.3,12.7,0.6,6.5,100,12821.71,5.9,73650
"IL","Nonprofit","2017",344,"Illinois",12780,8849,3257,0.254851330203443,2.093,9.0108,6.6494,0.2749,29.7952,3.2746,7.7762,8.3225,"2016",8.849,12.78,28.3811,3.3241,7.7967,7.3462,5.9552,8.0263,1.18395,1.0699,1.8653,0.2745,2.69170579029734e-05,51.5136391755564,48.4863608244435,14.0071272273092,85.9928727726908,0.533711274550628,5.30663753690611,14.1532522052481,1.17484563313968,0.0592787385370968,78.7722746116184,53.4,6,20,13.1,0.6,6.9,100,12779.89,4.9,77790
"IL","Nonprofit","2018",384,"Illinois",12725,9118,3161,0.248408644400786,2.4105,9.9303,6.4306,0.2613,30.2284,3.3345,7.6163,8.1615,"2017",9.118,12.725,29.7952,3.2746,8.3225,7.7762,6.6494,9.0108,1.3359,1.18395,2.093,0.2749,3.01768172888016e-05,51.5136391755564,48.4863608244435,14.0071272273092,85.9928727726908,0.533711274550628,5.30663753690611,14.1532522052481,1.17484563313968,0.0592787385370968,78.7722746116184,54.2,5.6,19,13.5,0.6,7.1,100,12724.68,4.4,81080
"IL","Nonprofit","2019",449,"Illinois",12667,9496,2990,0.236046419831057,2.2732,10.7173,5.9316,0.2649,29.1737,3.3032,7.2704,8.0223,"2018",9.496,12.667,30.2284,3.3345,8.1615,7.6163,6.4306,9.9303,1.26905,1.3359,2.4105,0.2613,3.54464356201153e-05,51.4127885048334,48.5872114951666,15.3658916688368,84.6341083311632,0.586687621608972,6.04044486611528,14.2218574058817,1.43219517741902,0.0644993936366622,77.6543155353384,54.6,5.2,18.2,14.1,0.7,7.3,100,12667.02,4,84740
"IN","Nonprofit","2015",176,"Indiana",6611,8368,1204,0.182120707911057,1.3174,8.7862,6.3019,0.296,NA,NA,NA,NA,"2014",8.368,6.611,NA,NA,NA,NA,7.0967,7.6377,0.8067,0.82355,1.2896,0.3575,2.66222961730449e-05,51.340679528025,48.659320471975,5.13848401619798,94.861515983802,0.374974142654698,1.95021064080671,8.83644052850708,1.09799668022785,0.054192581695668,87.686185426108,52.6,5.6,16.9,14,0.9,9.9,100,6611.442,4.8,62930
"IN","Nonprofit","2016",176,"Indiana",6638,8776,1360,0.204880988249473,1.407,8.9138,5.7154,0.4686,25.3659,3.3981,6.833,7.4323,"2015",8.776,6.638,NA,NA,NA,NA,6.3019,8.7862,0.9378,0.8067,1.3174,0.296,2.65140102440494e-05,51.340679528025,48.659320471975,5.13848401619798,94.861515983802,0.374974142654698,1.95021064080671,8.83644052850708,1.09799668022785,0.054192581695668,87.686185426108,53.3,5.8,17.9,14.1,0.8,8.1,100,6637.898,4.4,67310
"IN","Nonprofit","2017",179,"Indiana",6662,9015,1420,0.21314920444311,2.0473,9.5877,5.6311,0.6988,24.9975,3.9124,6.9005,7.5609,"2016",9.015,6.662,25.3659,3.3981,7.4323,6.833,5.7154,8.9138,1.37305,0.9378,1.407,0.4686,2.6868808165716e-05,51.340679528025,48.659320471975,5.13848401619798,94.861515983802,0.374974142654698,1.95021064080671,8.83644052850708,1.09799668022785,0.054192581695668,87.686185426108,52.9,5.4,18.1,14.2,0.9,8.4,100,6662.068,3.5,69290
"IN","Nonprofit","2018",209,"Indiana",6698,9297,1385,0.206778142729173,2.2996,10.5726,5.1521,0.5378,26.5099,3.8902,6.7781,7.3882,"2017",9.297,6.698,24.9975,3.9124,7.5609,6.9005,5.6311,9.5877,1.4187,1.37305,2.0473,0.6988,3.12033442818752e-05,51.340679528025,48.659320471975,5.13848401619798,94.861515983802,0.374974142654698,1.95021064080671,8.83644052850708,1.09799668022785,0.054192581695668,87.686185426108,53.9,4.7,17.6,14.6,0.8,8.5,100,6698.481,3.4,69230
"IN","Nonprofit","2019",215,"Indiana",6731,9927,1383,0.205467241123162,1.6922,11.9846,6.0019,0.3507,27.7333,3.3109,7.8175,8.423,"2018",9.927,6.731,26.5099,3.8902,7.3882,6.7781,5.1521,10.5726,1.02145,1.4187,2.2996,0.5378,3.19417619967315e-05,51.2541471839834,48.7458528160166,5.98213550551327,94.0178644944867,0.4153722609212,2.54246958570298,9.37451020849014,1.39459686707797,0.0611434167661991,86.2119076610415,53.3,4.4,17.7,14.8,1,8.8,100,6731.01,3.3,75960
"KS","Nonprofit","2015",103,"Kansas",2911,7634,368,0.126417038818276,1.2442,7.3762,6.3657,0.1532,NA,NA,NA,NA,"2014",7.634,2.911,NA,NA,NA,NA,7.9213,6.393,0.6987,0.8494,1.4601,0.2387,3.53830298866369e-05,50.7391780253713,49.2608219746287,8.90834303095943,91.0916569690406,1.11500040326762,2.7400997799311,5.87632358193822,1.7226210090908,0.0966920533235013,88.4492631724488,54.2,7.8,13.4,13.2,2.2,9.3,100,2910.717,4.2,66410
"KS","Nonprofit","2016",102,"Kansas",2913,7845,400,0.137315482320632,1.3025,6.9999,5.3825,0.2881,27.9123,2.8217,6.3501,7.0403,"2015",7.845,2.913,NA,NA,NA,NA,6.3657,7.3762,0.7953,0.6987,1.2442,0.1532,3.50154479917611e-05,50.7391780253713,49.2608219746287,8.90834303095943,91.0916569690406,1.11500040326762,2.7400997799311,5.87632358193822,1.7226210090908,0.0966920533235013,88.4492631724488,53.6,8.3,13.9,13.4,2.3,8.4,100,2912.977,4,68160
"KS","Nonprofit","2017",99,"Kansas",2911,8060,381,0.130882858124356,1.6963,6.7791,5.8711,0.3212,28.3318,2.964,6.5861,7.2368,"2016",8.06,2.911,27.9123,2.8217,7.0403,6.3501,5.3825,6.9999,1.00875,0.7953,1.3025,0.2881,3.40089316386122e-05,50.7391780253713,49.2608219746287,8.90834303095943,91.0916569690406,1.11500040326762,2.7400997799311,5.87632358193822,1.7226210090908,0.0966920533235013,88.4492631724488,54.6,6.9,13.5,13.9,2.5,8.5,100,2910.892,3.6,67090
"KS","Nonprofit","2018",91,"Kansas",2913,8381,375,0.128733264675592,1.7531,6.5446,5.4972,0.2513,29.0497,3.3037,6.8067,7.2726,"2017",8.381,2.913,28.3318,2.964,7.2368,6.5861,5.8711,6.7791,1.0022,1.00875,1.6963,0.3212,3.12392722279437e-05,50.7391780253713,49.2608219746287,8.90834303095943,91.0916569690406,1.11500040326762,2.7400997799311,5.87632358193822,1.7226210090908,0.0966920533235013,88.4492631724488,54.7,6.2,14.1,14.1,2.3,8.7,100,2912.748,3.4,73900
"KS","Nonprofit","2019",93,"Kansas",2913,8745,364,0.124957088911775,2.2132,7.7502,5.544,0.537,28.7126,4.3061,6.6831,7.2858,"2018",8.745,2.913,29.0497,3.3037,7.2726,6.8067,5.4972,6.5446,1.3751,1.0022,1.7531,0.2513,3.19258496395469e-05,50.6445421498547,49.3554578501453,10.1526242525491,89.8473757474509,1.16394760811186,3.22560512884059,5.92004638243256,2.1009125436079,0.120568998843153,87.4689193381639,54.3,5.6,13.9,15,2,9.2,100,2912.635,3.2,83320
"KY","Nonprofit","2015",182,"Kentucky",4429,8306,1235,0.27884398284037,1.6932,7.1327,5.947,0.5853,NA,NA,NA,NA,"2014",8.306,4.429,NA,NA,NA,NA,5.8569,6.8634,1.13925,1.1076,1.6734,0.5418,4.10927974712125e-05,51.3205267060104,48.6794732939896,2.70292198452666,97.2970780154733,0.286005694740994,1.275430800872,7.73891167368798,1.01473899988877,0.0675332200600512,89.6173796107502,46.7,5.1,25.8,14.6,1.7,6.1,100,4429.126,5.2,51310
"KY","Nonprofit","2016",186,"Kentucky",4440,8611,1304,0.293693693693694,1.7537,7.1139,5.7121,0.5116,23.7816,3.2875,6.9593,8.1006,"2015",8.611,4.44,NA,NA,NA,NA,5.947,7.1327,1.13265,1.13925,1.6932,0.5853,4.18918918918919e-05,51.3205267060104,48.6794732939896,2.70292198452666,97.2970780154733,0.286005694740994,1.275430800872,7.73891167368798,1.01473899988877,0.0675332200600512,89.6173796107502,46.2,5.2,26.7,15,1.7,5.2,100,4440.306,5,54440
"KY","Nonprofit","2017",186,"Kentucky",4456,8959,1350,0.302962298025135,1.7033,7.946,5.2802,0.4066,23.3939,3.0287,6.6252,7.4728,"2016",8.959,4.456,23.7816,3.2875,8.1006,6.9593,5.7121,7.1139,1.05495,1.13265,1.7537,0.5116,4.17414721723519e-05,51.3205267060104,48.6794732939896,2.70292198452666,97.2970780154733,0.286005694740994,1.275430800872,7.73891167368798,1.01473899988877,0.0675332200600512,89.6173796107502,46.4,4.5,27.1,15.1,1.4,5.5,100,4455.59,4.8,58570
"KY","Nonprofit","2018",204,"Kentucky",4464,9332,1322,0.296146953405018,1.8453,8.4228,4.9593,0.4368,21.9734,3.2982,6.4532,7.4566,"2017",9.332,4.464,23.3939,3.0287,7.4728,6.6252,5.2802,7.946,1.14105,1.05495,1.7033,0.4066,4.56989247311828e-05,51.3205267060104,48.6794732939896,2.70292198452666,97.2970780154733,0.286005694740994,1.275430800872,7.73891167368798,1.01473899988877,0.0675332200600512,89.6173796107502,46.9,4.2,26.5,15.3,1.5,5.6,100,4464.273,4.2,63060
"KY","Nonprofit","2019",217,"Kentucky",4472,9744,1281,0.286449016100179,2.0971,10.107,5.4472,0.4334,23.23,3.2273,6.9712,7.8683,"2018",9.744,4.472,21.9734,3.2982,7.4566,6.4532,4.9593,8.4228,1.26525,1.14105,1.8453,0.4368,4.85241502683363e-05,51.3137972426794,48.6862027573206,3.13459014894998,96.86540985105,0.299820332708876,1.54774533552744,8.1250502800255,1.28215146318839,0.0865321041026482,88.6587004844471,47,3.9,25.5,15.8,1.4,6.4,100,4472.345,4.1,63400
"LA","Nonprofit","2015",55,"Louisiana",4667,8201,1270,0.272123419755732,1.8777,6.4257,7.0396,0.1693,NA,NA,NA,NA,"2014",8.201,4.667,NA,NA,NA,NA,6.4005,6.1745,1.0235,1.0293,1.7473,0.3113,1.17848725091065e-05,51.7207821410965,48.2792178589036,4.34734096392264,95.6526590360774,0.721957128885458,1.71984283399768,30.775856278044,0.993502271984625,0.0602864374301924,65.728555049658,44.8,6.5,22.7,12.2,1.8,12.1,100,4666.998,6.3,55590
"LA","Nonprofit","2016",54,"Louisiana",4681,8542,1393,0.297585985900449,1.8407,6.9367,6.9264,0.232,28.5067,3.9174,7.8844,8.4844,"2015",8.542,4.681,NA,NA,NA,NA,7.0396,6.4257,1.03635,1.0235,1.8777,0.1693,1.15359965819269e-05,51.7207821410965,48.2792178589036,4.34734096392264,95.6526590360774,0.721957128885458,1.71984283399768,30.775856278044,0.993502271984625,0.0602864374301924,65.728555049658,43.3,7.1,25.3,12.7,1.5,10.2,100,4681.346,6.1,50630
"LA","Nonprofit","2017",41,"Louisiana",4674,8984,1508,0.322635857937527,1.5476,7.8025,6.5703,0.2379,28.9845,3.5715,7.6103,8.4561,"2016",8.984,4.674,28.5067,3.9174,8.4844,7.8844,6.9264,6.9367,0.89275,1.03635,1.8407,0.232,8.7719298245614e-06,51.7207821410965,48.2792178589036,4.34734096392264,95.6526590360774,0.721957128885458,1.71984283399768,30.775856278044,0.993502271984625,0.0602864374301924,65.728555049658,43.5,5.8,28.3,12.7,1.5,8.3,100,4673.673,5.1,51370
"LA","Nonprofit","2018",41,"Louisiana",4664,9217,1502,0.322041166380789,1.6242,7.959,6.8975,0.2238,28.3297,3.4671,7.872,8.6932,"2017",9.217,4.664,28.9845,3.5715,8.4561,7.6103,6.5703,7.8025,0.924,0.89275,1.5476,0.2379,8.79073756432247e-06,51.7207821410965,48.2792178589036,4.34734096392264,95.6526590360774,0.721957128885458,1.71984283399768,30.775856278044,0.993502271984625,0.0602864374301924,65.728555049658,42.4,5.3,29.3,13.5,1.5,7.9,100,4664.45,4.8,57760
"LA","Nonprofit","2019",35,"Louisiana",4658,9657,1484,0.31859167024474,1.9708,8.0259,6.0422,0.307,28.0988,3.3442,7.2425,8.0628,"2018",9.657,4.658,28.3297,3.4671,8.6932,7.872,6.8975,7.959,1.1389,0.924,1.6242,0.2238,7.51395448690425e-06,51.8779535469747,48.1220464530253,4.7087206824163,95.2912793175837,0.767435297651959,1.8591074546734,31.4476685352088,1.16220838649706,0.0606157585839397,64.7029645673848,41.8,4.9,29.3,13.7,1.4,8.9,100,4658.285,4.6,58890
"MA","Nonprofit","2015",240,"Massachusetts",6797,11010,1591,0.234073856112991,2.61,11.9083,7.0388,0.2458,NA,NA,NA,NA,"2014",11.01,6.797,NA,NA,NA,NA,7.0033,12.0134,1.4279,1.43375,2.4967,0.3708,3.53096954538767e-05,52.22347947378,47.77652052622,9.06949633532905,90.930503664671,0.43714987759352,6.02266964996411,7.57441817424002,1.48018173638143,0.0901497015448646,84.395430860276,55.9,5,23.8,12,0.499999999999989,2.8,100,6797.484,4.8,82150
"MA","Nonprofit","2016",263,"Massachusetts",6827,11490,1633,0.239197304819101,2.9919,12.1356,7.9678,0.3949,30.5206,3.8913,9.1589,10.3102,"2015",11.49,6.827,NA,NA,NA,NA,7.0388,11.9083,1.6934,1.4279,2.61,0.2458,3.85235095942581e-05,52.22347947378,47.77652052622,9.06949633532905,90.930503664671,0.43714987759352,6.02266964996411,7.57441817424002,1.48018173638143,0.0901497015448646,84.395430860276,55.6,5.3,23.9,12.1,0.6,2.5,100,6827.28,4,86710
"MA","Nonprofit","2017",257,"Massachusetts",6864,11746,1601,0.233245920745921,3.2682,13.781,7.5628,0.4568,33.6684,4.439,9.1543,10.127,"2016",11.746,6.864,30.5206,3.8913,10.3102,9.1589,7.9678,12.1356,1.8625,1.6934,2.9919,0.3949,3.74417249417249e-05,52.22347947378,47.77652052622,9.06949633532905,90.930503664671,0.43714987759352,6.02266964996411,7.57441817424002,1.48018173638143,0.0901497015448646,84.395430860276,55.2,5.4,23.6,12.5,0.5,2.8,100,6863.56,3.8,89900
"MA","Nonprofit","2018",275,"Massachusetts",6886,12215,1600,0.232355503920999,3.1178,13.9824,7.1025,0.566,32.7729,4.1722,8.3353,9.3401,"2017",12.215,6.886,33.6684,4.439,10.127,9.1543,7.5628,13.781,1.8419,1.8625,3.2682,0.4568,3.99361022364217e-05,52.22347947378,47.77652052622,9.06949633532905,90.930503664671,0.43714987759352,6.02266964996411,7.57441817424002,1.48018173638143,0.0901497015448646,84.395430860276,55.3,5.6,23.2,12.6,0.5,2.7,100,6885.72,3.5,99800
"MA","Nonprofit","2019",289,"Massachusetts",6895,12729,1522,0.220739666424946,2.4041,15.3623,6.4816,0.4125,30.4929,3.8748,7.8927,8.8304,"2018",12.729,6.895,32.7729,4.1722,9.3401,8.3353,7.1025,13.9824,1.4083,1.8419,3.1178,0.566,4.19144307469181e-05,52.0802098003562,47.9197901996438,10.7164461274928,89.2835538725072,0.472238484043724,7.18193020081324,8.3993049966181,1.85392585235004,0.0988762860774826,81.9937241800974,55.9,5.4,22.1,13.1,0.5,3,100,6894.883,3,99900
"MD","Nonprofit","2015",132,"Maryland",5989,9001,1167,0.194857238270162,1.6109,9.6645,6.9675,0.9514,NA,NA,NA,NA,"2014",9.001,5.989,NA,NA,NA,NA,7.0604,8.6053,1.28115,0.9606,1.4408,0.4804,2.20404074135916e-05,52.2934153489331,47.7065846510669,7.79698344668113,92.2030165533189,0.522094087401803,6.13053945865513,29.4533326696637,1.71303185265136,0.0936778477541768,62.0873240838739,55.9,6.3,17.6,11.8,1.8,6.7,100,5988.528,5,89090
